time,showId,movieId,date,theaterId
8:50p,499297973,237956,2025-05-16,AANHA
9:50p,498268291,237956,2025-05-16,AANHA
12:10p,499297993,239291,2025-05-16,AANHA
2:10p,499297986,216995,2025-05-16,AANHA
7:10p,499297989,216995,2025-05-16,AANHA
12:00p,499297976,216995,2025-05-16,AANHA
4:40p,499297988,216995,2025-05-16,AANHA
9:40p,499297987,216995,2025-05-16,AANHA
3:20p,499297972,239071,2025-05-16,AANHA
11:15a,499680768,239402,2025-05-16,AAHLN
12:00p,499680762,239402,2025-05-16,AAHLN
2:40p,499680761,239402,2025-05-16,AAHLN
4:45p,497621266,239402,2025-05-16,AAHLN
5:20p,499680760,239402,2025-05-16,AAHLN
6:30p,499680794,239402,2025-05-16,AAHLN
7:30p,497621264,239402,2025-05-16,AAHLN
8:05p,499680770,239402,2025-05-16,AAHLN
9:15p,499680795,239402,2025-05-16,AAHLN
10:15p,497621265,239402,2025-05-16,AAHLN
11:00p,499680771,239402,2025-05-16,AAHLN
1:55p,497621267,239402,2025-05-16,AAHLN
11:55a,499680749,240028,2025-05-16,AAHLN
5:10p,496785537,240028,2025-05-16,AAHLN
7:45p,496785538,240028,2025-05-16,AAHLN
10:20p,496785539,240028,2025-05-16,AAHLN
2:30p,496785540,240028,2025-05-16,AAHLN
3:00p,499680791,240014,2025-05-16,AAHLN
5:05p,499680796,240014,2025-05-16,AAHLN
8:20p,499680788,240014,2025-05-16,AAHLN
11:00p,499680763,240014,2025-05-16,AAHLN
12:25p,499680780,239338,2025-05-16,AAHLN
3:10p,499680781,239338,2025-05-16,AAHLN
11:00a,499680756,239964,2025-05-16,AAHLN
1:30p,499680755,239964,2025-05-16,AAHLN
4:10p,499680754,239964,2025-05-16,AAHLN
6:45p,499680757,239964,2025-05-16,AAHLN
9:40p,499680748,239964,2025-05-16,AAHLN
2:00p,499680773,237177,2025-05-16,AAHLN
8:00p,499680759,237177,2025-05-16,AAHLN
11:00a,499680774,237177,2025-05-16,AAHLN
12:05p,499680787,237177,2025-05-16,AAHLN
1:00p,494301083,237177,2025-05-16,AAHLN
4:00p,494301082,237177,2025-05-16,AAHLN
5:00p,499680772,237177,2025-05-16,AAHLN
5:45p,499680782,237177,2025-05-16,AAHLN
7:00p,494301081,237177,2025-05-16,AAHLN
9:30p,499680767,237177,2025-05-16,AAHLN
10:45p,499680789,237177,2025-05-16,AAHLN
12:45p,499680753,239552,2025-05-16,AAHLN
3:50p,499680752,239552,2025-05-16,AAHLN
6:50p,499680750,239552,2025-05-16,AAHLN
9:45p,499680751,239552,2025-05-16,AAHLN
4:50p,499680783,239214,2025-05-16,AAHLN
10:25p,499680784,239214,2025-05-16,AAHLN
11:45a,499680766,237956,2025-05-16,AAHLN
12:30p,499003779,237956,2025-05-16,AAHLN
1:45p,499680778,237956,2025-05-16,AAHLN
2:55p,499680765,237956,2025-05-16,AAHLN
3:45p,499003778,237956,2025-05-16,AAHLN
4:55p,499680777,237956,2025-05-16,AAHLN
6:15p,499680764,237956,2025-05-16,AAHLN
7:10p,499003780,237956,2025-05-16,AAHLN
8:15p,499680775,237956,2025-05-16,AAHLN
9:00p,499680779,237956,2025-05-16,AAHLN
10:00p,499680769,237956,2025-05-16,AAHLN
10:30p,499003777,237956,2025-05-16,AAHLN
11:05a,499680798,235561,2025-05-16,AAHLN
2:05p,499680797,235561,2025-05-16,AAHLN
5:30p,499680790,235561,2025-05-16,AAHLN
7:40p,499680799,235561,2025-05-16,AAHLN
10:35p,499680800,235561,2025-05-16,AAHLN
11:30a,499680786,239393,2025-05-16,AAHLN
2:10p,499680785,239393,2025-05-16,AAHLN
11:20a,499680776,239291,2025-05-16,AAHLN
11:10a,499680747,216995,2025-05-16,AAHLN
1:50p,499680746,216995,2025-05-16,AAHLN
7:05p,499680744,216995,2025-05-16,AAHLN
1:15p,499680792,216995,2025-05-16,AAHLN
3:55p,499680793,216995,2025-05-16,AAHLN
4:30p,499680745,216995,2025-05-16,AAHLN
9:20p,499680758,216995,2025-05-16,AAHLN
7:30p,497873548,224268,2025-05-16,AAHLN
2:55p,499319629,239402,2025-05-16,AATLB
4:30p,499319633,239402,2025-05-16,AATLB
5:45p,499319630,239402,2025-05-16,AATLB
7:10p,499319632,239402,2025-05-16,AATLB
8:30p,497815407,239402,2025-05-16,AATLB
9:50p,499319631,239402,2025-05-16,AATLB
2:30p,499319638,240014,2025-05-16,AATLB
4:55p,499319639,240014,2025-05-16,AATLB
7:20p,499319640,240014,2025-05-16,AATLB
9:45p,499319641,240014,2025-05-16,AATLB
3:45p,499319625,239964,2025-05-16,AATLB
2:00p,499319619,237177,2025-05-16,AATLB
3:15p,499319622,237177,2025-05-16,AATLB
5:00p,499319617,237177,2025-05-16,AATLB
6:15p,499319621,237177,2025-05-16,AATLB
7:55p,499319618,237177,2025-05-16,AATLB
9:10p,499319620,237177,2025-05-16,AATLB
2:20p,499319642,239552,2025-05-16,AATLB
5:20p,499319643,239552,2025-05-16,AATLB
8:20p,499319644,239552,2025-05-16,AATLB
9:00p,499319623,239552,2025-05-16,AATLB
6:30p,499319624,239214,2025-05-16,AATLB
2:35p,499319645,237956,2025-05-16,AATLB
5:40p,499319646,237956,2025-05-16,AATLB
8:45p,499319647,237956,2025-05-16,AATLB
9:45p,499319626,237956,2025-05-16,AATLB
4:10p,499319627,239393,2025-05-16,AATLB
6:55p,499319628,239393,2025-05-16,AATLB
10:00p,499319634,216995,2025-05-16,AATLB
2:15p,499319635,216995,2025-05-16,AATLB
4:45p,499319636,216995,2025-05-16,AATLB
7:30p,499319637,216995,2025-05-16,AATLB
11:30a,497626157,239402,2025-05-16,AAQNJ
2:15p,497626156,239402,2025-05-16,AAQNJ
4:15p,497626160,239402,2025-05-16,AAQNJ
7:00p,497626158,239402,2025-05-16,AAQNJ
9:45p,497626159,239402,2025-05-16,AAQNJ
11:45a,496780700,240028,2025-05-16,AAQNJ
2:30p,496780699,240028,2025-05-16,AAQNJ
5:00p,496780703,240028,2025-05-16,AAQNJ
7:30p,496780702,240028,2025-05-16,AAQNJ
10:00p,496780701,240028,2025-05-16,AAQNJ
11:00a,494516317,237177,2025-05-16,AAQNJ
1:00p,494516313,237177,2025-05-16,AAQNJ
4:00p,494516314,237177,2025-05-16,AAQNJ
7:00p,494516315,237177,2025-05-16,AAQNJ
9:30p,494516316,237177,2025-05-16,AAQNJ
11:00a,499027737,237956,2025-05-16,AAQNJ
1:20p,499027740,237956,2025-05-16,AAQNJ
4:50p,499027738,237956,2025-05-16,AAQNJ
7:20p,499027739,237956,2025-05-16,AAQNJ
7:00p,497883316,239402,2025-05-16,AAWYC
9:40p,497883317,239402,2025-05-16,AAWYC
1:00p,497883319,239402,2025-05-16,AAWYC
4:00p,497883318,239402,2025-05-16,AAWYC
2:00p,497883320,239402,2025-05-16,AAWYC
5:00p,497883321,239402,2025-05-16,AAWYC
8:00p,497883322,239402,2025-05-16,AAWYC
10:40p,497883323,239402,2025-05-16,AAWYC
7:30p,498197887,240028,2025-05-16,AAWYC
10:05p,498197888,240028,2025-05-16,AAWYC
2:10p,498197890,240028,2025-05-16,AAWYC
4:45p,498197889,240028,2025-05-16,AAWYC
7:40p,499337688,240014,2025-05-16,AAWYC
10:10p,499337689,240014,2025-05-16,AAWYC
12:15p,499337692,240014,2025-05-16,AAWYC
2:40p,499337691,240014,2025-05-16,AAWYC
5:10p,499337690,240014,2025-05-16,AAWYC
8:05p,499337664,239338,2025-05-16,AAWYC
10:35p,499337665,239338,2025-05-16,AAWYC
7:20p,499337684,239964,2025-05-16,AAWYC
1:50p,499337687,239964,2025-05-16,AAWYC
6:15p,499337682,237177,2025-05-16,AAWYC
7:15p,494380849,237177,2025-05-16,AAWYC
9:15p,499337683,237177,2025-05-16,AAWYC
10:15p,494380850,237177,2025-05-16,AAWYC
12:15p,499337680,237177,2025-05-16,AAWYC
1:15p,494380852,237177,2025-05-16,AAWYC
3:15p,499337681,237177,2025-05-16,AAWYC
4:15p,494380851,237177,2025-05-16,AAWYC
7:35p,499337669,239552,2025-05-16,AAWYC
10:30p,499337670,239552,2025-05-16,AAWYC
1:35p,499337672,239552,2025-05-16,AAWYC
4:35p,499337671,239552,2025-05-16,AAWYC
9:55p,499337685,239214,2025-05-16,AAWYC
4:25p,499337686,239214,2025-05-16,AAWYC
7:10p,498287237,237956,2025-05-16,AAWYC
8:30p,499337673,237956,2025-05-16,AAWYC
10:20p,498287240,237956,2025-05-16,AAWYC
12:30p,498287239,237956,2025-05-16,AAWYC
1:45p,499337675,237956,2025-05-16,AAWYC
3:45p,498287238,237956,2025-05-16,AAWYC
5:15p,499337674,237956,2025-05-16,AAWYC
1:10p,499337677,239393,2025-05-16,AAWYC
3:50p,499337676,239393,2025-05-16,AAWYC
12:20p,499337666,216995,2025-05-16,AAWYC
2:55p,499337667,216995,2025-05-16,AAWYC
5:30p,499337668,216995,2025-05-16,AAWYC
6:45p,499337678,216995,2025-05-16,AAWYC
9:20p,499337679,216995,2025-05-16,AAWYC
1:40p,498589952,239402,2025-05-16,AAWKS
4:20p,498589951,239402,2025-05-16,AAWKS
7:00p,498589950,239402,2025-05-16,AAWKS
9:40p,498589949,239402,2025-05-16,AAWKS
3:00p,499336762,239402,2025-05-16,AAWKS
5:40p,499336763,239402,2025-05-16,AAWKS
8:20p,499336764,239402,2025-05-16,AAWKS
1:15p,499336767,237177,2025-05-16,AAWKS
4:10p,499336766,237177,2025-05-16,AAWKS
7:05p,499336765,237177,2025-05-16,AAWKS
10:10p,499336777,237177,2025-05-16,AAWKS
1:00p,499336776,239552,2025-05-16,AAWKS
3:50p,499336775,239552,2025-05-16,AAWKS
6:45p,499336773,239552,2025-05-16,AAWKS
9:40p,499336774,239552,2025-05-16,AAWKS
1:00p,499003356,237956,2025-05-16,AAWKS
4:05p,499003355,237956,2025-05-16,AAWKS
7:10p,499003354,237956,2025-05-16,AAWKS
10:00p,499336768,237956,2025-05-16,AAWKS
1:30p,499336772,216995,2025-05-16,AAWKS
4:00p,499336771,216995,2025-05-16,AAWKS
6:30p,499336769,216995,2025-05-16,AAWKS
9:00p,499336770,216995,2025-05-16,AAWKS
1:10p,499700034,239402,2025-05-16,AAVBT
2:30p,497885522,239402,2025-05-16,AAVBT
3:45p,499700033,239402,2025-05-16,AAVBT
4:30p,497885521,239402,2025-05-16,AAVBT
6:20p,499700031,239402,2025-05-16,AAVBT
7:15p,497885520,239402,2025-05-16,AAVBT
9:00p,499700032,239402,2025-05-16,AAVBT
10:30p,497885524,239402,2025-05-16,AAVBT
1:20p,499700061,240028,2025-05-16,AAVBT
5:10p,496660815,240028,2025-05-16,AAVBT
7:40p,496660813,240028,2025-05-16,AAVBT
10:10p,496660814,240028,2025-05-16,AAVBT
1:45p,499700057,240014,2025-05-16,AAVBT
5:30p,499700053,240014,2025-05-16,AAVBT
8:00p,499700054,240014,2025-05-16,AAVBT
10:20p,499700055,240014,2025-05-16,AAVBT
10:15p,499700051,239338,2025-05-16,AAVBT
2:45p,499700050,239964,2025-05-16,AAVBT
7:45p,499700052,239964,2025-05-16,AAVBT
3:30p,499700037,237177,2025-05-16,AAVBT
6:30p,499700035,237177,2025-05-16,AAVBT
1:30p,497885523,237177,2025-05-16,AAVBT
2:30p,499700056,237177,2025-05-16,AAVBT
4:30p,494439553,237177,2025-05-16,AAVBT
7:30p,494439552,237177,2025-05-16,AAVBT
9:10p,499700060,237177,2025-05-16,AAVBT
10:00p,494439551,237177,2025-05-16,AAVBT
1:30p,499700047,239552,2025-05-16,AAVBT
4:10p,499700045,239552,2025-05-16,AAVBT
7:00p,499700043,239552,2025-05-16,AAVBT
9:10p,499700041,239552,2025-05-16,AAVBT
5:15p,499700049,239214,2025-05-16,AAVBT
9:50p,499700044,239214,2025-05-16,AAVBT
1:00p,499700046,237956,2025-05-16,AAVBT
2:15p,498997612,237956,2025-05-16,AAVBT
3:50p,499700062,237956,2025-05-16,AAVBT
5:20p,499700048,237956,2025-05-16,AAVBT
7:00p,498997614,237956,2025-05-16,AAVBT
8:30p,498997613,237956,2025-05-16,AAVBT
9:50p,498997615,237956,2025-05-16,AAVBT
1:20p,499700040,239393,2025-05-16,AAVBT
4:10p,499700059,239393,2025-05-16,AAVBT
6:30p,499700042,239393,2025-05-16,AAVBT
1:00p,499700038,216995,2025-05-16,AAVBT
9:30p,499700036,216995,2025-05-16,AAVBT
4:00p,499700039,216995,2025-05-16,AAVBT
6:45p,499700058,216995,2025-05-16,AAVBT
12:00p,497166984,239402,2025-05-16,AAJZV
1:50p,499547664,239402,2025-05-16,AAJZV
3:20p,499584126,239402,2025-05-16,AAJZV
4:20p,497166982,239402,2025-05-16,AAJZV
5:15p,499547661,239402,2025-05-16,AAJZV
6:15p,499547673,239402,2025-05-16,AAJZV
7:00p,497166980,239402,2025-05-16,AAJZV
8:00p,499547660,239402,2025-05-16,AAJZV
9:40p,497166981,239402,2025-05-16,AAJZV
2:10p,496785330,240028,2025-05-16,AAJZV
4:50p,496785333,240028,2025-05-16,AAJZV
7:20p,496785332,240028,2025-05-16,AAJZV
9:40p,496785331,240028,2025-05-16,AAJZV
1:25p,499337886,239886,2025-05-16,AAJZV
4:25p,499547662,239886,2025-05-16,AAJZV
7:20p,499337885,239886,2025-05-16,AAJZV
4:35p,499547667,240014,2025-05-16,AAJZV
7:15p,499547666,240014,2025-05-16,AAJZV
10:05p,499547665,240014,2025-05-16,AAJZV
3:45p,499547657,239964,2025-05-16,AAJZV
9:00p,499547655,239964,2025-05-16,AAJZV
2:20p,499547654,237177,2025-05-16,AAJZV
5:20p,499547653,237177,2025-05-16,AAJZV
8:25p,499547652,237177,2025-05-16,AAJZV
1:05p,494299892,237177,2025-05-16,AAJZV
4:10p,494299891,237177,2025-05-16,AAJZV
7:10p,494299889,237177,2025-05-16,AAJZV
9:05p,497166983,237177,2025-05-16,AAJZV
2:20p,499547659,239552,2025-05-16,AAJZV
6:05p,499547671,239552,2025-05-16,AAJZV
10:00p,499547668,239552,2025-05-16,AAJZV
1:10p,499547658,239214,2025-05-16,AAJZV
6:20p,499547656,239214,2025-05-16,AAJZV
12:00p,499547670,237956,2025-05-16,AAJZV
1:05p,498984070,237956,2025-05-16,AAJZV
2:50p,499547669,237956,2025-05-16,AAJZV
4:20p,498984071,237956,2025-05-16,AAJZV
7:30p,498984072,237956,2025-05-16,AAJZV
9:00p,498984073,237956,2025-05-16,AAJZV
4:00p,499547649,216995,2025-05-16,AAJZV
1:15p,499547650,216995,2025-05-16,AAJZV
1:40p,499547663,216995,2025-05-16,AAJZV
6:30p,499547648,216995,2025-05-16,AAJZV
9:10p,499547651,216995,2025-05-16,AAJZV
1:00p,497178004,239402,2025-05-16,AASVB
4:00p,497178005,239402,2025-05-16,AASVB
7:00p,497178006,239402,2025-05-16,AASVB
10:00p,497178007,239402,2025-05-16,AASVB
2:30p,497178001,239402,2025-05-16,AASVB
3:20p,499639242,239402,2025-05-16,AASVB
5:30p,497178002,239402,2025-05-16,AASVB
6:15p,499639241,239402,2025-05-16,AASVB
8:30p,497178003,239402,2025-05-16,AASVB
9:15p,499639240,239402,2025-05-16,AASVB
1:20p,496749349,240028,2025-05-16,AASVB
4:00p,496749350,240028,2025-05-16,AASVB
6:40p,496749351,240028,2025-05-16,AASVB
9:20p,499639259,240028,2025-05-16,AASVB
2:10p,499639262,239490,2025-05-16,AASVB
7:15p,499598835,239490,2025-05-16,AASVB
2:20p,499639252,240014,2025-05-16,AASVB
4:50p,499639253,240014,2025-05-16,AASVB
7:20p,499639254,240014,2025-05-16,AASVB
9:50p,499639255,240014,2025-05-16,AASVB
12:45p,499639243,239338,2025-05-16,AASVB
1:30p,499639248,239964,2025-05-16,AASVB
4:10p,499639249,239964,2025-05-16,AASVB
6:50p,499639250,239964,2025-05-16,AASVB
9:30p,499639251,239964,2025-05-16,AASVB
2:45p,499639245,237177,2025-05-16,AASVB
8:45p,499639247,237177,2025-05-16,AASVB
12:15p,499639239,237177,2025-05-16,AASVB
1:45p,494305593,237177,2025-05-16,AASVB
3:45p,499639233,237177,2025-05-16,AASVB
4:45p,494305594,237177,2025-05-16,AASVB
5:45p,499639246,237177,2025-05-16,AASVB
6:45p,499639234,237177,2025-05-16,AASVB
7:45p,494305595,237177,2025-05-16,AASVB
9:45p,499639235,237177,2025-05-16,AASVB
12:40p,499639236,239552,2025-05-16,AASVB
4:00p,499639226,239552,2025-05-16,AASVB
7:00p,499639227,239552,2025-05-16,AASVB
10:00p,499639228,239552,2025-05-16,AASVB
1:10p,498692708,237956,2025-05-16,AASVB
2:00p,499639256,237956,2025-05-16,AASVB
3:10p,499639238,237956,2025-05-16,AASVB
4:20p,498692709,237956,2025-05-16,AASVB
5:10p,499639257,237956,2025-05-16,AASVB
6:30p,499639237,237956,2025-05-16,AASVB
7:30p,498692710,237956,2025-05-16,AASVB
8:15p,499639258,237956,2025-05-16,AASVB
9:40p,498692711,237956,2025-05-16,AASVB
12:20p,499639244,239291,2025-05-16,AASVB
4:40p,499639261,239291,2025-05-16,AASVB
9:45p,499639260,239291,2025-05-16,AASVB
4:30p,499639230,216995,2025-05-16,AASVB
9:30p,499639232,216995,2025-05-16,AASVB
1:50p,499639229,216995,2025-05-16,AASVB
7:00p,499639231,216995,2025-05-16,AASVB
1:20p,497669649,239402,2025-05-16,AATZX
4:10p,497669648,239402,2025-05-16,AATZX
7:00p,497669647,239402,2025-05-16,AATZX
9:50p,497669650,239402,2025-05-16,AATZX
12:20p,499411918,239402,2025-05-16,AATZX
2:20p,497669643,239402,2025-05-16,AATZX
3:10p,499411917,239402,2025-05-16,AATZX
5:10p,497669644,239402,2025-05-16,AATZX
6:00p,499411919,239402,2025-05-16,AATZX
8:00p,497669645,239402,2025-05-16,AATZX
8:50p,499411920,239402,2025-05-16,AATZX
9:20p,499411960,239402,2025-05-16,AATZX
10:50p,497669646,239402,2025-05-16,AATZX
1:30p,496836941,240028,2025-05-16,AATZX
4:15p,496836940,240028,2025-05-16,AATZX
7:15p,496836938,240028,2025-05-16,AATZX
10:00p,496836939,240028,2025-05-16,AATZX
1:35p,499411933,239490,2025-05-16,AATZX
7:05p,499321867,239490,2025-05-16,AATZX
12:25p,499411945,239980,2025-05-16,AATZX
5:35p,499411947,239980,2025-05-16,AATZX
10:40p,499411944,239980,2025-05-16,AATZX
1:40p,499411926,240606,2025-05-16,AATZX
7:20p,499411922,240606,2025-05-16,AATZX
1:35p,499411952,239886,2025-05-16,AATZX
7:25p,499411925,239886,2025-05-16,AATZX
4:20p,499411953,240014,2025-05-16,AATZX
6:55p,499411954,240014,2025-05-16,AATZX
9:25p,499411955,240014,2025-05-16,AATZX
4:35p,499411929,239338,2025-05-16,AATZX
10:30p,499411951,239338,2025-05-16,AATZX
3:00p,499411946,239964,2025-05-16,AATZX
8:30p,499411942,239964,2025-05-16,AATZX
12:15p,499411961,237177,2025-05-16,AATZX
6:15p,499411963,237177,2025-05-16,AATZX
1:15p,494400476,237177,2025-05-16,AATZX
3:15p,499411962,237177,2025-05-16,AATZX
4:20p,494400475,237177,2025-05-16,AATZX
7:30p,494400477,237177,2025-05-16,AATZX
9:40p,499411956,237177,2025-05-16,AATZX
10:40p,494400478,237177,2025-05-16,AATZX
12:35p,499411957,239552,2025-05-16,AATZX
4:30p,499411949,239552,2025-05-16,AATZX
7:30p,499411950,239552,2025-05-16,AATZX
10:25p,499411921,239552,2025-05-16,AATZX
4:45p,499411927,239214,2025-05-16,AATZX
10:20p,499411928,239214,2025-05-16,AATZX
12:35p,499411964,237956,2025-05-16,AATZX
1:35p,498347563,237956,2025-05-16,AATZX
3:55p,499411965,237956,2025-05-16,AATZX
4:55p,498347562,237956,2025-05-16,AATZX
6:30p,499411959,237956,2025-05-16,AATZX
7:15p,499411966,237956,2025-05-16,AATZX
8:15p,498347565,237956,2025-05-16,AATZX
9:35p,499411938,237956,2025-05-16,AATZX
10:35p,499411967,237956,2025-05-16,AATZX
1:45p,499411931,239393,2025-05-16,AATZX
4:15p,499411934,239393,2025-05-16,AATZX
7:15p,499411930,239393,2025-05-16,AATZX
3:35p,499411943,239291,2025-05-16,AATZX
10:00p,499411932,239291,2025-05-16,AATZX
1:00p,499411940,216995,2025-05-16,AATZX
6:00p,499411941,216995,2025-05-16,AATZX
2:00p,499411937,216995,2025-05-16,AATZX
3:40p,499411958,216995,2025-05-16,AATZX
4:40p,499411936,216995,2025-05-16,AATZX
7:00p,499411939,216995,2025-05-16,AATZX
8:05p,499411948,216995,2025-05-16,AATZX
9:40p,499411935,216995,2025-05-16,AATZX
1:50p,499411923,237345,2025-05-16,AATZX
4:35p,499411924,237345,2025-05-16,AATZX
12:10p,499360168,239402,2025-05-16,AALIQ
1:50p,497621593,239402,2025-05-16,AALIQ
3:00p,499360165,239402,2025-05-16,AALIQ
4:30p,497621592,239402,2025-05-16,AALIQ
5:40p,499360166,239402,2025-05-16,AALIQ
7:20p,497621590,239402,2025-05-16,AALIQ
8:20p,499360167,239402,2025-05-16,AALIQ
10:00p,497621591,239402,2025-05-16,AALIQ
11:00p,499360169,239402,2025-05-16,AALIQ
2:05p,496532280,240028,2025-05-16,AALIQ
4:40p,496532279,240028,2025-05-16,AALIQ
7:15p,496532281,240028,2025-05-16,AALIQ
9:50p,496532282,240028,2025-05-16,AALIQ
4:20p,499360187,239490,2025-05-16,AALIQ
9:40p,499360188,239490,2025-05-16,AALIQ
10:00p,499360152,240606,2025-05-16,AALIQ
7:05p,499360153,240606,2025-05-16,AALIQ
1:30p,499360141,240445,2025-05-16,AALIQ
4:30p,499360140,240445,2025-05-16,AALIQ
6:50p,499360189,240445,2025-05-16,AALIQ
10:30p,499360142,240445,2025-05-16,AALIQ
12:00p,499360151,240014,2025-05-16,AALIQ
2:20p,499360150,240014,2025-05-16,AALIQ
4:50p,499360149,240014,2025-05-16,AALIQ
7:20p,499360147,240014,2025-05-16,AALIQ
9:45p,499360148,240014,2025-05-16,AALIQ
8:15p,499360174,239338,2025-05-16,AALIQ
10:45p,499360177,239338,2025-05-16,AALIQ
12:00p,499360186,239338,2025-05-16,AALIQ
1:45p,499360159,239964,2025-05-16,AALIQ
4:15p,499360158,239964,2025-05-16,AALIQ
6:50p,499360156,239964,2025-05-16,AALIQ
9:30p,499360157,239964,2025-05-16,AALIQ
12:30p,499360178,237177,2025-05-16,AALIQ
1:00p,494300639,237177,2025-05-16,AALIQ
2:30p,499360185,237177,2025-05-16,AALIQ
4:00p,494300636,237177,2025-05-16,AALIQ
5:30p,499360184,237177,2025-05-16,AALIQ
7:00p,494300638,237177,2025-05-16,AALIQ
8:30p,499360183,237177,2025-05-16,AALIQ
10:00p,494300637,237177,2025-05-16,AALIQ
12:50p,499360146,239552,2025-05-16,AALIQ
3:45p,499360145,239552,2025-05-16,AALIQ
6:40p,499360143,239552,2025-05-16,AALIQ
9:35p,499360144,239552,2025-05-16,AALIQ
8:00p,499360179,239214,2025-05-16,AALIQ
10:20p,499360180,239214,2025-05-16,AALIQ
12:20p,498639181,237956,2025-05-16,AALIQ
1:30p,499360173,237956,2025-05-16,AALIQ
3:30p,498639180,237956,2025-05-16,AALIQ
4:40p,499360172,237956,2025-05-16,AALIQ
6:40p,498639178,237956,2025-05-16,AALIQ
7:45p,499360171,237956,2025-05-16,AALIQ
9:50p,498639179,237956,2025-05-16,AALIQ
10:50p,499360170,237956,2025-05-16,AALIQ
1:40p,499360155,239393,2025-05-16,AALIQ
4:20p,499360154,239393,2025-05-16,AALIQ
3:25p,499360176,239291,2025-05-16,AALIQ
5:50p,499360175,239291,2025-05-16,AALIQ
2:30p,499360163,216995,2025-05-16,AALIQ
7:30p,499360160,216995,2025-05-16,AALIQ
10:10p,499360161,216995,2025-05-16,AALIQ
12:00p,499360164,216995,2025-05-16,AALIQ
5:00p,499360162,216995,2025-05-16,AALIQ
12:00p,499553239,237345,2025-05-16,AALIQ
2:40p,499360182,237345,2025-05-16,AALIQ
5:20p,499360181,237345,2025-05-16,AALIQ
7:30p,497873397,224268,2025-05-16,AALIQ
12:00p,497912693,239402,2025-05-16,AAWWL
2:40p,497912694,239402,2025-05-16,AAWWL
5:20p,497912695,239402,2025-05-16,AAWWL
8:00p,497912696,239402,2025-05-16,AAWWL
12:30p,497912689,239402,2025-05-16,AAWWL
1:30p,499375853,239402,2025-05-16,AAWWL
3:15p,497912690,239402,2025-05-16,AAWWL
4:15p,499375852,239402,2025-05-16,AAWWL
6:00p,497912691,239402,2025-05-16,AAWWL
7:00p,499375851,239402,2025-05-16,AAWWL
8:45p,497912692,239402,2025-05-16,AAWWL
9:45p,499599228,239402,2025-05-16,AAWWL
3:30p,496784051,240028,2025-05-16,AAWWL
1:00p,499599219,240028,2025-05-16,AAWWL
6:00p,499599220,240028,2025-05-16,AAWWL
8:30p,499599221,240028,2025-05-16,AAWWL
7:15p,499375820,239490,2025-05-16,AAWWL
2:15p,499599213,239490,2025-05-16,AAWWL
4:45p,499375821,239490,2025-05-16,AAWWL
9:45p,499684871,240606,2025-05-16,AAWWL
4:30p,499599216,240014,2025-05-16,AAWWL
7:00p,499599217,240014,2025-05-16,AAWWL
9:30p,499599218,240014,2025-05-16,AAWWL
2:00p,499375850,239964,2025-05-16,AAWWL
4:30p,499375847,239964,2025-05-16,AAWWL
7:00p,499375848,239964,2025-05-16,AAWWL
9:30p,499375849,239964,2025-05-16,AAWWL
12:30p,499375825,237177,2025-05-16,AAWWL
1:45p,494422793,237177,2025-05-16,AAWWL
3:30p,499375824,237177,2025-05-16,AAWWL
4:45p,494422794,237177,2025-05-16,AAWWL
6:30p,499375823,237177,2025-05-16,AAWWL
